start_date,end_date,duration,gender,age,employment,income,education,religious_affiliation,religious_identity_1,religious_identity_2,religious_identity_3,religious_identity_4,political_party,political_party_other,ethnicity,ethnicity_other,marital_status,sexual_orientation,condition_threat,video_first_click,video_last_click,video_page_submit,video_click_count,what_was_the_message,accuracy_of_information,message_threatening_to_me,believe_the_message,right_wing_authoritarianism_1,right_wing_authoritarianism_2,right_wing_authoritarianism_3,right_wing_authoritarianism_4,right_wing_authoritarianism_5,right_wing_authoritarianism_6,right_wing_authoritarianism_7,right_wing_authoritarianism_8,right_wing_authoritarianism_9,right_wing_authoritarianism_10,right_wing_authoritarianism_11,right_wing_authoritarianism_12,right_wing_authoritarianism_13,right_wing_authoritarianism_14,right_wing_authoritarianism_15,right_wing_authoritarianism_16,right_wing_authoritarianism_17,right_wing_authoritarianism_18,authoritarian_parenting_preferences_1,authoritarian_parenting_preferences_2,authoritarian_parenting_preferences_3,authoritarian_parenting_preferences_4,authoritarian_parenting_preferences_5,political_dispositions_1,political_dispositions_2,political_dispositions_3,political_dispositions_4,political_dispositions_5,political_dispositions_6,political_attitudes_1,political_attitudes_2,political_attitudes_3,political_attitudes_4,political_attitudes_5,political_attitudes_6,political_attitudes_7,political_attitudes_8,political_attitudes_9,political_attitudes_10,political_attitudes_11,political_attitudes_12,political_attitudes_13,political_attitudes_14,told_to_continue,puzzles_that_were_completed,condition_tangram,read_and_understood_instructions,tangram_choice_1,tangram_choice_2,tangram_choice_3,tangram_choice_4,tangram_choice_5,tangram_choice_6,tangram_choice_7,tangram_choice_8,tangram_choice_9,tangram_choice_10,tangram_choice_11,purpose_of_study,additional_guess,which_group_iv,conservative_political_attitudes_total_normalized,religious_identity,right_wing_authoritarianism_total,authoritarian_parenting_preferences_total,status_quo_conservatism_total,laissez_faire_conservatism_total,tangram_task_difficulty
10/16/2019 12:56,10/16/2019 13:27,1877,1,19,6,5,7,5,3,5,2,5,2,,1,,5,1,2,0,0,139.499,0,The number of Americans who are practicing Christianity is decreasing,8,1,8,3,2,3,2,6,6,7,4,3,3,3,6,6,2,3,3,5,4,0,0,0,1,0,1,1,0,1,0,1,2,3,7,5,2,3,2,5,5,2,4,40,21,50,1,1,1,1,4,5,6,9,12,14,15,18,23,26,30,To see if identifying as religious changed how I viewed the bias in the news clip and if I had a bias towards atheists,No,atheist,-1.257860698,21,77,1,2,2,-1
10/16/2019 15:25,10/16/2019 16:00,2134,2,21,6,11,7,6,5,5,2,2,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,"The message was that Democrats do not like Mike Pence because of his christianity. The Democrats do not tolerate others beliefs that are different from theirs, which they say the right does not do.",6,4,6,4,3,6,7,4,8,6,3,2,4,3,9,7,6,5,7,4,3,0,1,0,1,1,0,0,1,1,1,1,2,4,5,2,4,3,6,3,7,3,6,40,30,60,1,1,3,1,3,5,7,9,13,16,18,20,21,28,29,The purpose was to see how your beleifs and background align with how you work with the puzzles and choose which ones to give,I just perceived what the experimenter told me,Christians,4.86187361,16,73,3,0,4,-1
10/17/2019 15:09,10/17/2019 15:57,2920,1,18,6,12,6,5,2,6,1,7,2,,1,,5,1,3,0,0,156.351,0,The message of this news clip is to inform viewers how intense the hurricane is. Information is given about how fast and far the hurricane is traveling and they want to make sure people in those areas are safe.,10,11,11,8,4,9,5,6,7,1,2,1,9,2,9,8,9,5,9,1,9,0,0,0,1,0,1,1,1,1,0,2,6,6,7,2,4,6,7,7,7,2,4,45,9,66,1,1,2,1,3,4,8,10,11,14,18,19,20,21,25,The purpose could be trying to study people with different views and how it relates to society groups.,"I think the experiment was about people's different views and perceptions and how they fit into society. However, I don't quite understand the point of the puzzles.",LGBTQ,4.97452856,26,76,1,2,4,-2
10/18/2019 10:41,10/18/2019 11:05,1456,1,18,6,12,6,5,5,3,6,4,3,,1,,5,1,2,0,0,138.768,0,"The religion you choose does not define you, and many are choosing not to become affiliated",9,1,10,6,3,4,6,4,7,8,2,1,5,6,8,6,6,6,7,3,6,0,0,0,0,0,0,0,1,1,1,1,5,6,4,5,3,6,3,5,7,3,3,60,45,55,1,"1,2",1,1,3,4,6,12,14,18,19,21,25,27,29,To connect religious thoughts and views to the interpretations of these puzzles and how it affects your spacial capacity,Connecting spacial interpretations to biases that were already set,atheist,-0.9000916596,12,77,0,0,4,1
10/18/2019 11:05,10/18/2019 11:51,2755,2,19,6,9,6,2,3,5,3,5,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,That Democrats are hypocrites when it comes to white religious beliefs.,6,9,5,6,2,8,4,2,8,5,3,3,5,4,8,6,4,5,4,7,4,0,0,0,0,0,0,0,0,1,0,1,3,6,6,7,3,5,2,7,7,2,4,20,1,25,1,1,2,1,1,2,3,4,5,9,10,11,14,18,20,I believe the purpose of this study was to analyze how people view Christians,I did not perceive anything other than what was explained,Christians,-6.727742159,20,63,0,0,2,-7
10/18/2019 11:57,10/18/2019 12:31,2027,1,19,6,11,7,5,7,1,6,2,2,,1,,5,3,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,"The hurricane may have lost some power, but it is still very severe. The entire state of Florida should be ready for the storm and tornados following it.",10,1,10,7,3,7,5,3,8,6,1,1,8,3,9,5,6,5,7,4,4,0,0,0,0,0,1,0,1,0,0,2,2,3,7,6,3,7,5,6,7,2,3,20,20,35,1,"1,2",3,1,1,2,3,5,6,7,8,9,10,11,18,To determine political affiliation and see whether or not that would affect the way the person chose puzzle for their random group.,Possibly to detect bias against certain groups based on political affiliation,LGBTQ,-7.005140684,6,62,0,1,3,-9
10/18/2019 12:31,10/18/2019 13:01,1752,1,20,6,4,7,5,5,4,5,3,3,,1,,5,1,3,60.713,60.713,167.389,1,That religion is not as valued as it once was.,7,3,6,4,6,3,8,7,6,7,6,6,4,6,6,4,6,4,7,4,3,1,1,0,1,1,0,1,0,1,0,2,6,5,5,6,4,6,6,5,6,1,5,51,78,70,1,1,2,1,3,4,8,11,14,16,17,20,22,25,30,To see the effects of puzzle intelligence on religious beliefs.,No.,Atheist,6.383695058,13,100,4,1,3,0
10/2/2019 10:46,10/2/2019 11:24,2295,1,18,6,5,7,2,5,6,5,2,2,,1,,5,1,2,0,0,141.067,0,many americans are becoming less or not religious/christian,9,1,9,9,1,8,1,2,9,9,3,1,8,2,9,7,1,5,1,9,1,0,0,0,0,0,0,0,0,1,0,1,2,2,7,7,2,6,1,6,5,5,6,6,8,4,1,1,1,1,6,8,10,13,16,17,21,22,25,26,29,"I think the first part was to collect information on my beliefs, for the second part i dont know",i have no idea lol,Christians,-11.51251234,14,34,0,0,2,2
10/2/2019 11:26,10/2/2019 12:02,2190,2,22,1,1,7,5,6,3,4,3,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,The storm will get worse with a chance of a tornado,6,1,7,5,4,6,6,6,8,8,2,3,7,3,8,5,7,5,6,3,7,1,0,0,0,1,1,0,1,1,0,2,4,5,6,5,4,6,5,6,6,4,5,50,50,50,1,,3,1,1,6,8,9,17,18,20,21,28,29,30,Ability to gather information and process information given certain tasks,If certain types of people think or process tasks differently,Christian,0.8309491964,12,78,2,1,4,0
10/2/2019 12:02,10/2/2019 12:27,1462,1,20,1,10,7,6,7,2,6,2,2,,1,,5,1,3,0,0,163.942,0,Mike Pence religious views are being used for conservatives to feel more respect and safety around their beliefs publicly.,3,1,3,7,1,5,2,2,8,8,1,1,7,4,9,8,6,5,5,5,7,0,1,0,0,1,1,0,0,1,0,2,6,4,6,7,4,5,3,7,7,2,5,15,15,15,1,1,3,1,1,2,3,4,5,6,7,8,9,10,11,To determine weather a specific religion affects one's political stand point.,Religion,Atheists,-3.989869701,7,57,2,1,3,-10
10/2/2019 12:28,10/2/2019 12:47,1142,1,20,6,9,7,2,1,1,7,1,2,,1,,5,1,2,0,0,137.96,0,Christians wanting respect for their religion and Mike Pence is making a fool of himself,7,1,7,5,5,4,1,3,6,9,1,1,4,5,9,9,9,4,6,1,8,0,0,0,0,1,0,0,0,1,0,1,6,4,7,7,4,6,5,6,7,2,4,30,10,25,1,"1,2",2,1,1,2,3,4,5,6,7,8,9,10,11,I have no idea,Definitely based on how liberals act vs how republicans act,LGBT,-2.344678678,10,76,1,0,2,-10
10/21/2019 12:58,10/21/2019 13:43,2714,1,18,6,11,5,7,2,6,1,6,1,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,To inform people about the storm and to make sure that the people who live where the storm is to be prepared.,10,10,11,4,6,2,9,8,6,6,8,8,1,6,7,2,8,3,6,1,7,1,1,0,1,1,1,1,0,0,1,2,2,7,6,1,7,5,6,3,5,4,7,70,60,75,1,,1,1,3,4,6,8,10,11,18,19,21,25,29,It was to see my viewpoints on controversial topics and see what I would give to an atheist.,I did not really know what was happening until I was almost done with the experiment.,Atheists,12.47097001,25,121,4,2,3,-2
10/21/2019 15:12,10/21/2019 16:00,2833,2,22,6,1,7,5,2,6,2,6,1,,1,,5,1,2,0,0,143.7,0,"The left, democratic side of politics are hypocritical in what they preach about tollerance. They seem to be tolerant for the views that agree with them, and intolerant for opposing views.",8,3,8,4,3,6,6,7,4,3,6,1,1,9,1,6,6,7,6,4,7,1,0,0,1,0,0,1,1,1,1,1,4,3,2,2,5,3,3,4,1,1,6,75,75,75,1,1,3,1,3,7,10,13,14,15,19,21,24,26,27,To understand the relationship between a spacial activity and how one relates these figures to certain groups.,N/A,LGBTQ,11.19206504,24,106,2,1,4,1
10/22/2019 15:04,10/22/2019 15:46,2496,2,21,6,1,8,5,3,5,3,4,1,,1,,5,1,3,164.324,164.324,165.572,1,Christians are being harassed about their religious beliefs.,6,4,6,3,3,5,4,4,7,6,6,3,4,2,4,4,6,6,5,4,3,0,0,0,1,1,1,1,1,1,1,1,4,5,3,5,5,4,5,5,6,2,6,70,55,83,1,,2,1,3,5,8,9,10,13,14,18,23,26,30,Personality characteristics among religious affiliates/non religious affiliates,To show a relationship between political/religious ideologies and how they perform on a spatial intelligence task,Christians,6.437877384,19,84,2,2,4,-2
10/22/2019 15:46,10/22/2019 16:16,1790,1,20,6,3,7,1,3,4,4,5,2,,1,,5,3,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,"The younger someone is, the more likely they are to be unafiliated with a religion. Whether it be to more secondary education or life experience, there is a decline in religious followers.",9,1,10,7,5,8,7,6,9,8,1,1,5,4,9,7,3,3,7,6,5,0,0,0,0,0,0,1,0,0,0,1,5,5,7,7,2,7,5,7,7,5,2,1,1,30,1,"1,2",1,1,4,6,8,10,12,14,18,20,24,27,30,To determine how someone of a select group believes someone of another group can handle a task.,There is often a link between conservative beliefs and the inability to solve complex new tasks.,Christians,-10.19106269,18,63,0,1,1,-1
10/23/2019 10:52,10/23/2019 11:40,2861,1,21,6,10,7,11,4,4,4,4,1,,1,,5,1,2,0,0,142.461,0,there is a storm headed towards florida,6,1,7,3,5,3,6,6,6,4,6,3,4,4,8,6,6,6,5,2,6,0,0,0,0,1,0,1,0,1,0,2,6,6,4,3,6,6,6,6,7,5,6,50,50,50,1,"1,2",3,1,1,3,5,12,13,17,21,23,26,28,30,to see what puzzles you would select for a certain demographic of people,no,LGBTQ,4.092484531,16,96,1,1,3,2
10/23/2019 11:40,10/23/2019 12:22,2507,1,21,6,1,7,2,7,2,6,2,4,Moderate,1,,5,1,3,0,0,163.138,0,The prevalence of Christians has dropped dramatically over the past few decades. A lot more people are now agnostic or atheist.,9,1,9,4,3,7,7,6,4,6,6,1,7,5,9,5,6,5,8,2,5,0,0,0,0,1,1,0,1,1,0,2,4,6,3,5,3,6,2,2,7,4,2,70,30,70,1,1,2,1,2,6,10,11,15,17,19,22,25,27,29,To test spatial intelligence among different religious belief groups and different political belief groups.,I think the experiment was about political beliefs and a person's spatial intelligence because the video I watched had nothing to do with political beliefs. I also think the experiment was about a person's political beliefs and if may correlate with what religious group they belong to.,Atheists,-1.969664267,7,85,1,1,4,1
10/24/2019 14:59,10/24/2019 15:23,1455,2,21,6,9,7,5,6,2,6,2,3,,1,,5,1,2,140.668,140.668,141.649,1,dont judge other peoples beliefs,7,2,6,3,4,4,4,6,7,7,5,2,6,3,8,4,6,6,5,3,6,0,0,0,1,0,0,1,0,1,1,2,3,4,3,6,4,3,6,4,6,3,5,60,50,70,1,1,1,1,4,9,10,13,14,17,18,20,21,28,30,evaluate peoples different opinions based on certain demographics,no,christians,3.088544442,8,84,1,1,4,0
10/24/2019 15:23,10/24/2019 16:22,3492,1,19,1,11,7,2,1,4,1,2,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,For the residents of Florida to take cover and watch for a future tornado watch or warning.,8,7,11,7,5,7,8,5,8,8,3,2,8,4,9,5,5,5,6,5,5,0,0,0,0,0,1,0,0,1,0,1,5,4,4,7,4,7,4,3,7,3,4,35,10,48,1,"1,2",1,1,3,5,7,8,12,14,18,20,21,28,30,How individuals religious and political beliefs altered the way they think and solve situations,To determine how problem and puzzle solving is effected with specific beliefs,Atheist,-4.050769292,20,70,0,1,2,-1
10/28/2019 10:57,10/28/2019 11:49,3112,2,21,6,2,7,11,4,4,4,3,2,,1,,5,1,3,162.06,162.06,162.52,1,Warning people of Florida of a possible dangerous storm,5,1,8,4,4,6,5,5,6,7,4,4,5,4,9,4,3,5,5,5,4,1,0,0,0,0,1,1,0,1,0,-1,3,3,6,7,4,7,3,6,5,4,4,35,24,61,1,1,2,1,5,8,11,13,15,17,19,23,27,29,30,I do not know,no,LGBTQ,-5.697309204,15,77,1,2,0,2
10/28/2019 14:25,10/30/2019 13:01,167722,1,18,6,10,6,5,4,6,3,4,2,,3,,5,1,2,0,0,137.293,0,the decline of religion,10,1,11,6,5,6,6,6,7,6,3,5,5,4,6,5,4,5,5,6,5,0,0,1,1,1,1,0,0,1,0,1,4,4,7,7,4,4,4,4,7,5,7,39,42,20,1,"1,2",3,1,4,7,11,14,15,17,21,24,25,26,30,to see what puzzles athesists would be able to complete,no,36%,-0.1441021729,19,81,3,1,2,3
10/29/2019 15:05,10/29/2019 15:49,2648,1,18,6,10,6,2,3,5,2,1,2,,1,,5,3,3,0,0,165.75,0,The amount of followers of Christianity in america is declining.,7,1,7,7,1,7,7,6,8,9,1,1,7,2,9,6,6,8,3,7,4,0,1,0,0,0,0,0,0,0,0,1,3,2,5,7,3,6,2,6,7,2,2,25,0,35,1,1,1,1,4,7,10,11,13,15,18,19,22,27,29,To get some information about current event opinions based on religious and political standings.,No it was difficult to find a purpose to the experiment.,LGBTQ people,-10.8395542,17,58,1,0,1,0
10/29/2019 16:19,10/29/2019 16:53,2036,1,18,6,11,7,5,6,4,5,4,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,The left is intolerable to beliefs that are different from their own.,5,6,3,6,3,4,2,2,7,6,5,2,8,6,9,7,2,7,6,4,2,0,0,0,1,1,1,0,0,1,0,2,5,2,7,7,1,5,4,1,7,2,2,25,15,25,1,,3,1,11,13,15,18,21,23,25,26,27,28,30,I believe the purpose of this experiment was to see how discussion about current events can impact a person's decision making and responses to certain groups or religions.,I think it is about how our perceived differences affect our decision making when told to give the other group an object (like the puzzles).,Christians,-4.274952319,13,63,2,1,3,7
10/3/2019 15:36,10/3/2019 16:51,4450,2,20,6,2,7,6,5,2,5,2,2,,1,,5,3,2,0,0,139.274,0,Information regarding hurricane irma as it tracked over cuba heading into florida,7,9,7,2,2,8,2,1,9,8,2,3,8,2,8,1,2,7,2,8,2,0,0,0,0,0,0,1,0,1,0,1,4,2,6,7,1,7,2,7,7,2,4,30,19,75,1,2,2,1,3,5,8,11,12,15,17,18,22,27,29,gauge how an individual reacts to a news source and use their reactions to gauge positive images related to their group,"I felt we were being measured on how we responded to a news source, had that information compared to our political compass, and the experiment sought to discover if our political biases influenced the images we associated with different groups",christian,-7.955471115,10,54,0,1,2,0
10/30/2019 10:50,10/30/2019 11:25,2141,1,18,1,7,6,2,7,1,7,1,3,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,"to inform people about what is coming, along with the hurricane.",6,3,6,6,3,1,6,5,5,9,5,1,8,4,9,9,2,3,5,4,3,1,0,0,1,0,0,1,0,1,0,1,6,5,7,6,7,7,1,2,7,1,4,30,40,23,1,"1,2",1,1,1,3,4,6,7,8,9,12,13,14,18,to see if we would pick harder information then the ones given to us.,to see if we get the whole picture? I truly have no clue.,30,2.102851902,4,68,2,1,2,-7
10/30/2019 11:26,10/30/2019 11:58,1923,2,19,6,2,7,7,1,7,1,7,2,,3,,5,1,3,0,0,160.663,0,Interesting,7,1,7,6,2,5,5,1,7,5,4,6,2,5,5,8,9,9,7,9,6,0,1,0,0,1,1,0,0,1,0,-1,7,3,7,4,3,5,3,7,4,1,4,30,40,40,1,2,3,1,4,7,9,10,11,12,14,17,19,21,25,I believe that the purpose was to follow directions and what is understanding your surroundings,NO,LBGTQ,2.612151675,28,81,2,1,0,-2
10/30/2019 11:58,10/30/2019 12:23,1544,1,23,6,5,8,2,5,5,3,4,2,,1,,5,1,2,16.788,16.788,178.941,1,That there is an increase in people who do not affiliate themselves with a church or type of religion,7,1,7,5,3,4,4,2,6,6,3,1,7,2,9,6,3,6,4,7,3,0,0,0,1,1,1,0,0,1,0,2,6,2,7,7,2,5,2,5,7,2,4,2,10,10,1,"1,2",2,2,4,5,8,9,11,15,18,20,25,28,30,To compare religion and problem solving skills,No,6 million,-6.811014597,17,61,2,1,3,-1
10/30/2019 12:24,10/30/2019 12:58,2038,1,19,1,10,7,1,7,2,6,1,2,,3,,5,3,3,0,0,163.974,0,"To inform people about the hurricane that is headed towards Florida, and the intensity of which it will hit.",10,9,11,7,2,9,3,2,9,9,1,1,9,1,9,8,3,3,3,7,6,0,0,0,0,0,0,0,0,0,0,1,6,3,7,7,2,7,2,6,7,2,5,0,0,0,1,"1,2",3,1,3,4,6,9,11,15,18,19,21,28,30,To gather how different groups of people interpret tasks,No,Atheists,-8.60049247,6,42,0,0,1,-1
10/30/2019 13:01,10/30/2019 13:27,1599,1,24,6,4,8,11,2,7,4,7,2,,4,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,Not to judge someone based on their religious beliefs.,5,1,5,5,5,5,6,5,4,6,3,1,5,2,6,8,5,7,5,6,5,1,0,0,1,0,1,0,0,1,0,1,5,1,6,7,5,7,7,6,1,2,4,90,98,100,1,"1,2",2,1,3,4,5,7,8,12,14,16,22,23,24,"I am not too sure, maybe to get people to think differently.",thinking differently and using problem solving skills.,LGBTQ.,8.079402195,24,77,2,1,2,-2
10/30/2019 13:27,10/30/2019 15:28,7255,1,20,6,8,7,6,6,2,7,2,4,liberal,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,christianity is declining,10,1,10,3,6,7,6,2,8,9,3,1,6,5,9,6,4,3,3,5,2,0,0,0,0,0,0,0,0,1,0,2,6,3,7,7,4,6,5,7,7,3,1,1,1,1,1,"1,2",1,1,3,5,8,11,12,13,16,18,21,23,27,something about politics or religion,n/a,christianity,-9.131944102,7,66,0,0,3,0
10/30/2019 15:29,10/30/2019 16:02,1989,2,18,3,1,6,5,4,6,6,7,3,,1,,5,1,3,0,0,161.611,0,The message of the news slip was to warn people about the hurricane. The hurricane is destined to hit Florida and it's coming in strong and people need to get ready for the hurricane wether it's taking shelter or moving to a safer place out of state.,9,1,9,4,6,7,6,5,5,8,3,5,8,7,9,5,5,4,4,7,3,0,0,0,1,1,1,0,0,1,0,2,3,5,5,7,3,4,6,7,7,3,4,50,47,52,1,"1,2",1,1,3,6,10,11,14,17,20,21,23,27,29,I'm honestly confused when I was told to do a puzzle. I'm assumming you're measuring creativity but I'm not really sure.,I'm honestly not sure besides you are gathering statistics on people and gathering information to find some kind of connection or find something that corrolates,Creative people or people who are able to think differently or creativily.,-1.503010567,19,77,2,1,3,1
10/4/2019 10:40,10/4/2019 11:34,3257,1,21,6,11,7,6,6,2,6,2,1,,1,,5,1,2,0,0,140.173,0,"There has been a large decrease in religious affiliations in the U.S., especially in younger adults.",10,4,11,2,6,5,6,6,6,7,2,1,6,3,8,5,6,8,5,7,5,0,0,0,0,0,1,0,1,1,0,1,5,2,5,5,4,5,1,4,5,3,5,50,50,75,1,"1,2",2,1,4,6,7,11,14,15,17,18,21,25,28,To see if the group I was told to select the ISI for would impact what puzzles I chose for them,I am unsure what the experiment would have been about. I can only guess that it has to do with how our view of other groups impacts how we inadvertently act towards them.,LGBTQ,1.397053127,8,79,0,1,3,0
10/4/2019 11:34,10/4/2019 12:17,2581,1,18,6,4,6,5,7,3,3,4,2,,1,,5,1,3,159.782,159.782,160.234,1,To encourage people to become christian,6,9,10,3,1,6,7,4,9,9,1,1,8,3,9,5,1,3,3,1,5,0,0,0,0,0,0,1,0,1,0,2,4,1,7,7,4,7,6,5,7,1,7,4,3,60,1,"1,2,3",3,1,1,2,3,4,5,6,7,8,9,10,18,Something about religious beliefs,No,Atheists,-2.443596132,13,63,0,1,3,-10
10/7/2019 10:46,10/7/2019 11:18,1910,2,21,6,12,9,5,4,4,1,5,1,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,1.51E-153,"Be tolerant of other people's religion, regardless if you agree or disagree with them",8,1,10,4,8,6,5,5,9,7,2,1,1,6,9,7,9,9,7,1,1,0,0,1,0,1,0,1,1,1,0,2,3,6,3,2,6,4,7,2,7,1,4,90,90,100,1,,2,1,3,6,8,12,15,18,21,25,27,29,30,the first experiment was studying how people feel about the current events. I am not sure about the second experiment,I did not perceive any purpose deeper than what I initially thought,Athiests,13.48518452,20,83,2,1,4,2
10/7/2019 11:18,10/7/2019 11:45,1621,1,21,6,11,7,5,6,2,6,2,2,,1,,5,1,2,0,0,137.699,0,there is a big hurricane coming that will hit Florida,8,4,9,6,3,7,6,4,8,6,2,1,6,2,8,6,7,6,6,6,4,0,0,0,0,0,0,0,0,1,0,2,5,5,7,7,2,6,3,6,7,5,6,20,10,20,1,1,3,1,1,4,6,9,11,13,16,18,21,24,28,to see how hard or easy of items you would give based on the group you are giving them to,No,Christians,-6.162477334,8,66,0,0,3,-1
10/7/2019 12:53,10/7/2019 13:19,1542,1,19,6,12,7,5,7,1,6,2,1,,1,,5,1,2,52.524,52.524,134.001,1,A hurricane will impact all of Florida and will turn into a Category 4.,8,9,8,6,1,3,7,6,6,7,2,1,4,3,9,7,3,7,6,5,6,0,0,1,1,1,1,0,1,1,0,1,5,5,6,5,5,4,5,3,7,3,4,60,20,80,1,"1,2",3,1,1,2,13,14,16,21,23,27,28,29,30,How beliefs impact decisions,Beliefs and bias,LGBQT,5.543909508,6,72,3,1,3,4
10/8/2019 14:55,10/8/2019 16:18,4970,2,19,6,1,7,2,7,1,7,1,2,,1,,5,2,1,1.51E-153,1.81E-153,1.80E-153,1.66E-153,Christianity is declining,10,1,10,5,5,4,7,6,9,5,4,1,7,3,8,8,5,6,6,5,3,0,0,0,1,1,1,0,0,1,0,1,5,4,6,7,4,6,4,5,7,5,3,7,4,45,1,"1,2,3",2,1,3,4,6,10,13,14,16,18,21,29,30,to test religious beliefs,no,atheists,-7.020887857,4,73,2,1,2,-1
10/9/2019 10:52,10/9/2019 11:51,3560,1,25,6,2,7,6,7,1,7,1,2,,1,,5,3,2,0,0,138.332,0,"Christianity is being bullied in America, and that is because of the ""left"".",4,1,3,9,2,9,3,2,9,8,1,1,9,2,9,8,1,9,1,9,2,0,0,0,0,0,0,0,0,1,0,1,6,1,7,7,1,6,3,7,7,2,2,20,1,30,1,1,1,1,3,4,5,8,12,14,18,19,21,25,28,See how conservative people were and how willing they were to test harder ISI puzzles,Conservative thinking versus how willing people were to try harder puzzles,I don't know,-9.639019636,4,34,0,0,2,-1
10/9/2019 12:08,10/9/2019 12:53,2704,1,32,1,3,7,11,6,2,6,2,2,,1,,3,1,3,0,0,235.397,0,religion declining,10,3,11,2,7,2,7,6,8,6,6,3,4,6,6,3,8,6,6,2,6,0,0,0,1,1,1,0,0,1,0,1,7,2,3,7,2,7,5,7,5,2,5,50,30,50,1,"1,2",3,1,4,6,7,10,13,14,18,20,25,28,30,christian predictors,no,Christians,-3.338847431,8,106,2,1,2,-1
10/9/2019 12:57,10/9/2019 13:17,1170,1,20,6,1,7,11,7,1,7,1,2,,1,,1,1,2,0,0,145.702,0,Hurricane Irma and the possibility of tornados and other bad weather,8,6,10,7,4,9,3,5,6,6,3,1,7,2,9,6,4,4,4,6,6,0,0,0,0,1,1,0,0,0,0,1,3,2,6,7,3,7,3,6,7,2,6,21,10,18,1,,2,1,3,5,7,9,12,14,17,19,22,24,28,To see if we think specific religious groups have higher intelligence?,no,Aethist,-8.128100583,4,62,1,1,1,-1
10/9/2019 15:17,10/9/2019 15:48,1835,1,18,6,1,6,11,7,4,5,4,1,,1,,5,1,1,1.81E-153,1.81E-153,1.36E-153,1.88E-153,Every year the amount of people that are christian in the United states has decreased.,9,1,9,4,3,3,6,8,3,7,3,3,7,2,9,8,6,6,6,3,3,0,1,0,1,1,1,0,0,1,0,1,5,5,5,5,3,5,3,2,7,3,3,35,40,36,1,1,2,1,4,14,17,18,19,20,21,24,25,28,30,To gather data from different people to have a wider variety of responses to study,"No, what the experimenter said was what I thought the experiment was about.",The LGBT+ community,-0.4146527743,12,80,3,1,2,4
11/18/2019 10:52,11/18/2019 11:27,2106,1,20,1,2,7,5,6,6,2,6,2,,1,,5,3,3,0,0,164.547,0,to be cautious about the dangers coming because of the weather conditions,7,6,7,7,9,4,8,6,5,3,5,3,5,6,5,5,7,3,7,9,9,1,0,0,1,1,1,1,0,1,0,2,2,4,2,6,5,6,6,6,6,2,6,56,73,76,1,,1,2,4,6,8,12,14,15,17,19,23,25,29,To see how different peoples thought processes work,For the video I feel it was more watch and tell what you see? So by watching the video did they do a good job expressing this was going to be a dangerous situation as for the puzzles that was more look and make. I believe our brains are being used for different situations.,lgbq,1.161194087,20,100,3,2,3,0
11/19/2019 14:55,11/19/2019 15:21,1553,1,21,6,6,7,1,6,3,6,2,2,,1,,5,1,1,1.51E-153,1.81E-153,1.51E-153,6.01E-154,The left is a bunch of hypocrites,6,6,4,7,4,6,9,4,9,8,1,1,6,1,9,4,6,6,6,6,6,1,0,0,1,0,0,0,1,1,0,-1,3,2,6,7,3,5,1,6,7,1,5,38,25,63,1,1,3,1,1,2,5,6,8,9,15,17,20,25,29,spatial awareness,If there is any correlation between beliefs and thought processes,LGBTQ,-4.260135044,9,67,2,0,1,-4
11/19/2019 15:21,11/19/2019 15:59,2284,1,20,6,3,7,11,6,2,6,2,2,,1,,5,1,2,153.282,153.282,337.761,1,That faith is declining in the U.S or people are choosing no religion now more than ever.,8,2,9,5,4,6,6,5,6,7,3,1,5,4,9,7,4,8,4,5,4,0,1,1,0,1,1,0,1,1,0,2,5,5,6,7,5,6,3,4,6,3,5,22,10,25,1,1,3,1,1,2,3,4,5,6,7,8,9,10,21,Does your beliefs affect how you treat a certain belief that you do not believe in?,No,Christians,-2.167598809,8,71,3,1,4,-9
11/19/2019 15:59,11/19/2019 16:59,3591,1,18,1,4,6,2,3,5,1,5,2,,1,,5,1,3,0,0,161.213,0,that people should be prepared for the hurricane and how severe it has become,10,2,10,9,1,9,2,1,9,9,2,1,7,3,9,7,3,4,6,8,4,0,0,0,0,0,0,0,0,1,1,1,5,2,7,7,1,4,2,6,7,2,5,20,10,35,1,"1,2",2,1,1,5,6,8,10,12,14,18,21,28,30,to test beliefs and values against current issues and tasks,It felt like i gave a self analysis of my beliefs and then they were tested based on my answers to the correlating questions,Atheists,-5.360122175,22,40,0,0,3,-2
