id,iv1_write,iv1_text,iv2_threat,comprehension_question,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_naive,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,fii_1,fii_2,fii_3,fii_4,fii_5,fii_6,fii_7,fii_8,fii_9,fii_10,fii_11,fii_12,reaction_time_crt_1,reaction_time_crt_2,reaction_time_crt_3,reaction_time_crt_4,reaction_time_crt_5,reaction_time_crt_6,reaction_time_crt_7,nfc_fii_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,nfc_total,fii_total,crt_total
143,2,"I usually have a very normal day by waking up at about 6:00am and after eating breakfast I will try to go to work.  At about 10:00am every day is about my snack time.  My stomach works better than a clock.  Then I will have lunch at about 12:00pm.  At about 3:00pm, I got to have another snack.  By 5:00pm is my time to go home.  I usually back home right away then have my shower and a light supper.  I then will try to reply my personal email and read my newspaper.  Afterward I will try to work on some mturk jobs.  At about 11:00pm will need to go to bed.  Pretty much every single work day stay the same, nothing special.",1,2,0.05,5,47,4,29,20,3,1,4,3,1,2,3,4,3,3,3,5,4,1,4,5,4,2,3,5,2,4,3,2,2,1,3,4,2,5,4,5,8423,9506,8021,54225,7898,9427,37545,1,42,2,1,7,4,3,5,Missionary Bap,really nothing,Can we not do this?  I don't like to guess around.,1,2017-05-26-04-20,2017-05-26-04-34,66,37,7
144,2,"An everyday experience I typically have is jogging.  I normally do it when I get home from work in the evening.  There is a trail near my home surrounded by woods and often has plenty of wildlife in it.  It is a relaxing place to job.  Normally in the evening there is no one there, so I can run by myself and unwind from the day.",1,2,0.05,5,47,4,29,10,2,1,3,4,4,4,4,4,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,3946,3273,6306,6766,3228,4205,2689,1,33,1,1,6,4,5,4,Baptist,I did not really know anything,Beliefs about certain traits,3,2017-05-26-15-56,2017-05-26-16-10,52,44,5
145,1,"A few years ago, I was terribly ill. No matter what I did, I became weaker, my stomach hurt terribly, and I was rarely able to get out of bed. This lasted several weeks, and the whole time, my family doctor, psychiatrist, and therapist all kept saying it was just my anxiety condition. I knew what that felt like, as I had dealt with it for several years. This did not feel like anxiety at all, but no one would listen to me.~~~~I became terribly depressed, and felt worse by the day. It was terrible, and no matter what I did, no one would believe it was anything more than anxiety that got out of control.~~~~In desperation, one day I cried out loud, and asked God to please help me figure out what to do, how to get help.~~~~Within a couple of days, I had a really bad time, and couldn't get out of bed at all. I called the ambulance. At the ER, that doctor also tried blaming my anxiety.~~~~I had a sudden thought: if they think it's the anxiety, fine. I obviously need help, so I'll admit myself to the hospital. ~~~~They did a complete blood test, and found I was dangerously anemic, and none of what I had been feeling had anything to do with my anxiety level. I was immediately referred to a doctor for surgery, and was told that if I had let the situation continue much longer, I easily could have died from the anemia. ~~~~I h",2,2,5,5,24,9,29,10,3,1,4,4,1,1,1,4,1,2,4,4,2,1,4,4,4,1,1,5,5,5,5,5,5,4,5,5,4,4,4,4,6780,4446,4828,27226,11923,11762,21635,1,44,2,1,7,4,5,4,Protestant,"I only knew that it was about personality and writing.~~~~I have seen some of the questions before, and indicated those when asked.",How do people perceive God?,2,2017-05-26-02-23,2017-05-26-02-35,71,55,4
146,1,"I was baptized Catholic at an early age but never had much of a religious education. I attended a Quaker university for four years, which taught me a lot about the values that religion can help you stick to in your everyday life. I learned about the value of simplicity, honesty, integrity, and the importance of sharing with your community. I also learned about the concept of ""light"" and how light relates to love and transcendence and faith. My university definitely showed me how faith can foster a warm and loving community and I felt a certain kind of common spirit of kindness and good will between members of my campus because of our participation in Quaker practices and traditions.",2,2,0.1,100 minutes,24,6,30,10,3,2,5,5,1,1,1,4,2,2,1,5,4,1,4,5,5,3,2,5,2,5,5,5,5,5,5,4,2,4,4,4,8915,18054,28887,24149,8584,10143,17837,1,22,2,1,5,3,2,1,None,Writing and Personality Survey,Understanding personality traits and their connection to religious practice.,3,2017-05-26-03-31,2017-05-26-03-43,77,50,1
147,1,I experienced somewhat of a miracle that made highly increased my levels of spiritual awareness. I had a bike stolen from me a month ago and went on for about a month and a few weeks with out one and no extra money to get one. One day I went outside and there was a bike that was not bad at all across the street near the trash can. It was in good shape. It just needed air in the tires and  a bike seat. It was amazing.,2,2,10,100,24,18,20,10,2,1,1,1,5,5,1,5,1,5,5,1,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4229,4709,6077,11141,6297,6736,5238,1,30,2,1,7,6,5,1,none,I knew there would be a few writing tasks I would have to complete.,Im not sure what the purpose of the study was.,4,2017-05-25-20-13,2017-05-25-20-24,37,59,0
148,1,"Since a child, I investigated different religions and their beliefs.  I was very interested in finding Truth.  Which religion was the right one?  I decided at 15 that the most right one was new age spirituality.  Finding the Truth Within.  Not an easy path if you are looking for pat answers.  At 17 I was at the end of years of feeling suicidal and was going to do it for real.  So before doing it I asked God that if there was anything I could know that would TRULY make a difference and would TRULY make life bearable and worth it to let me know or I was going to make an attempt in a very serious way where I wouldn't be rescued.  Well, I found myself drawn out of body and spent the next 2 hours or so being shown insights and knowledge that did, indeed, change my perspective enough that suicide wasn't an option any longer.  I was also shown things and given knowledge that forever changed me and that I kept with me when I came back to myself.",1,2,0.1,100,47,8,30,30,2,1,3,4,2,3,2,4,3,3,3,5,4,3,4,4,3,3,3,3,3,3,3,4,3,5,3,3,3,3,4,3,8424,5716,9237,8937,34938,36618,28047,1,52,2,1,7,5,5,4,new age spirit,I would write something and read an article and answer some questions.,I don't have any idea.  Not trying to be lazy but I can't think of anything.,2,2017-05-26-00-59,2017-05-26-01-13,60,40,1
149,2,"A typical day in my life generally has golf or something related to golf as part of it. A typical Tuesday is a day for playing in a scramble tournament at my local club. The group id call Cripple Creek and generally around 30 people play in the scramble. The organizer has the names and handicaps of all you play on a regular basis. Teams are then made up of an A, B, C and D player based on handicap. All four members of a team hit their drive. The team then selects the drive they want to use. Then all four hit from that spot with the best shot being selected to use and so on until a hole is finished. Only the first place team wins the money in the pot. Every player puts in $6.00 to the pot. Great fun then we all have a beer together after we finishing playing.",1,2,0.95,100,47,4,30,$10,3,1,4,4,2,2,2,1,2,2,2,5,5,2,3,4,4,2,2,1,4,4,4,3,4,4,4,2,2,4,4,4,13942,14631,9407,20607,64226,13269,15732,1,72,1,1,7,5,6,4,Lutheran,Little to nothing.,My guess is you were trying to find out who we were and if we are believers.,2,2017-05-26-14-04,2017-05-26-14-22,66,43,3
150,1,When i felt my grandmother's presence around me. I felt safe and at peace with her guidance. In that moment I knew for sure about life after death,1,2,0.95,100,24,3,30,10,2,1,4,4,2,2,4,4,2,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,2,4,9826,9923,3484,21236,9326,13736,11700,1,29,2,1,6,4,2,4,Christian,Nothing,Whether there is a God in your own beliefs,2,2017-05-26-05-53,2017-05-26-06-09,62,44,0
151,2,"I pulled into the parking lot at work and circled around, looking for the best spot.  After parking, I grabbed my backpack and security badges from the rear view mirror, and walked to the back door of the building.  I scanned myself in, threw my lunch in one of the break room fridges, and made myself a cup of tea.  I went upstairs to my floor, with book bag and tea in hand, and went to my desk.  I then spent a few minutes checking my email and talking to co workers, before I clocked in 5 minutes before my scheduled time.",1,2,0.05,5 minutes,47 days,8 days,31,20 dollars,3,1,5,4,1,1,1,5,1,2,1,5,5,1,5,5,5,1,1,4,4,4,4,5,4,5,5,3,1,5,3,5,22352,15796,6917,48907,13920,60742,32330,1,32,2,0,4,1,1,1,agnostic,"I just knew what the title said, investigative study",I think this could have been about how our personality and beliefs affect our writing style.  Those beliefs and traits could also affect how we answered those first questions.,2,2017-05-26-02-22,2017-05-26-02-41,83,48,5
152,2,"I woke up at around 7 AM right next to my girlfriend. We made out with each other and played between the sheets. Then, my girlfriend made us some chocolate chip pancakes with whipped cream on them. They were delicious. After that, we watched TV for a little while and played a video game until around 1 PM. Then, me and my girlfriend decided to go out and get some fresh air. So we went and took a walk across town for an hour, stopping at a hot dog stand on the beach. We bought a couple delicious foot long hot dogs with mustard and relish. They were amazing.",2,2,$0.05,5 minutes,47 days,4 days,29,$10,2,1,2,4,3,4,3,2,4,4,4,3,3,2,2,4,3,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,16668,19792,25274,34009,6690,17062,13952,1,29,1,0,7,1,1,1,Atheist,This survey is an investigation of people's writing skills and personality traits.,This survey is an experiment measuring people's writing skills and personality traits.,4,2017-05-25-21-15,2017-05-25-21-27,45,42,5
153,2,"An every day activity that I complete is driving my car. No matter where I have to go for the day, I always find myself spending a lot more time in my car than I really want. I really dislike sitting in traffic. I feel like I'm a much better and more intuitive driver than everyone else out there so it becomes extremely frustrating to me.",1,2,10,5,47,6,30,20,3,1,3,4,1,1,1,5,1,1,1,5,1,1,5,5,5,4,1,5,5,5,5,5,5,5,3,5,5,4,5,4,2610,3485,35308,5344,3091,31284,28715,1,32,2,0,7,1,1,1,athiest,nothing,I have no idea what this was about.,2,2017-05-26-13-58,2017-05-26-14-14,75,56,4
154,2,"I'm actually getting rewdy to do it right now, but almost every day I sit in the hot tub for an hour and read comics on my tablet. It's been about 9-10 months since I began, and on the days I don't do it, I feel out of place.~~Entertainment is very important in my life, and reading comics in he hot tub is relaxing physically and engaging mentally. It's really the best of both worlds for me. I get to rid 70 plus years of history and relax at the same time.",1,2,$0.05,5 minutes,47 days,4,29,20,3,1,3,3,2,3,2,1,3,5,4,4,2,2,4,4,3,4,3,2,2,4,3,4,3,3,4,2,2,4,4,4,30984,10189,15121,29633,97900,98424,29774,1,37,1,0,6,1,1,1,Atheist,Only that I figured I'd be writing sometimg.,To see the affect of describing our lives has on how we view ourselves.,3,2017-05-26-05-08,2017-05-26-05-26,50,39,7
155,2,"I spent some time on facebook yesterday.  I'm a member of many facebook discussion groups relating to philosophy, politics, also art, writing and pop culture.  There have been a lot of posts lately, across lots of different groups, about flat eartherism, of all things.  I don't know why this is such a topic of discussion lately.  There can't be enough of these people to make them worth talking about.  I wondered whether most of the flat earthers online are serious or just trolling.  I'm inclined to think it's more often the latter.  Anyway, I didn't waste too much time on that topic.  There were a lot of posts about Trump, the political discussion has gotten vicious since Trump became president, even more than it usually is.  I don't waste time on people who can't have a civil discussion.  There were lots of posts with terms like libtard.  I don't engage with those people, just block them and move on.",2,2,0.05,5 minutes,47,4 days,29,20,3,1,4,5,1,1,1,4,1,2,1,5,5,1,4,5,5,1,1,5,2,2,2,2,3,3,2,1,1,5,3,5,15118,7844,8404,20939,11957,27839,35067,1,46,1,0,6,1,1,1,n/a,nothing,I don't know.,1,2017-05-26-16-50,2017-05-26-17-02,81,31,7
156,2,"I always wake up at 6:00 AM. I walk downstairs and get breakfast (which is always 4 scrambled eggs and a little bit of yogurt). I go back upstairs, brush my teeth, and get dressed. Then the kids wake around 7:00 AM. I feed them, dress them, and clean up before going outside. We typically do something in the morning like hit up a park or go to the library. Then we get back at noon for a nap. They wake up around 2:30 PM and I feed them again. I will either send them outside in the yard to play or we might go out again depending if I want to meet a friend. We are always home by 5 PM to have dinner. I end up cleaning the house or folding laundry until it's time to put the kids to bed. They go to bed at 8 PM. I help brush their teeth, dress them in their nighties, and put them to bed. I have about 1.5 hours to myself in which I'll either get the rest of the housework done or sit down and watch an HGTV show and relax for 30 minutes. I always go to bed at 10 PM.",2,2,0.1,100,24,9 days,30,$20,1,2,1,1,5,5,3,1,1,5,5,4,3,1,1,2,1,4,5,2,4,5,5,5,3,4,3,5,4,4,4,4,5497,3794,4243,8823,7142,24543,6569,2,36,2,1,7,5,5,5,Christian,I knew nothing.,I really have no idea!,1,2017-05-25-20-00,2017-05-25-20-11,34,50,1
157,1,"My family grew up Buddhist, so I grew up believing a lot in karma and reincarnation. I'd always followed Buddhism loosely, until the days after my beloved Maltese dog, Patrick, passed away, before his time. From a Buddhist ritual, we placed him before the Buddha, with the chanting of monks, so that he would pass safely into the next life. My mom recalled seeing a white moth fly toward her just one day after Patrick left us, and never having seen it before, she was convinced it was his spirit visiting and telling us he was okay. I never thought I'd get over his death, and finally, after a few weeks of grief, we welcomed a new furry family member, Hercules, a Pekingese. From the start, it seemed like he had a lot in common with Patrick, and the two seemed very similar in personality. Then, the kicker came when he discovered his favorite stuffed toy...an old ratty raccoon toy, that just happened to be Patrick's (that we forgot to bury with him). No matter how many new toys we bought him, Hercules stubbornly clung to the old raccoon as his favorite toy. It was then that I was convinced that Patrick's spirit was in him, or that he was reincarnated into the little dog we have in our family today.",1,2,5 cents,100 minutes,24,9 days,30,$10,3,2,3,4,1,1,2,4,2,2,3,4,5,1,4,2,4,2,4,4,4,4,4,5,5,4,4,5,4,5,3,5,32611,8224,12522,23037,28133,10132,81026,2,32,2,1,4,1,1,2,Buddhist,I just knew whatever the title of the survey said,To compare your writing ability with your personality and religious beliefs,3,2017-05-26-05-48,2017-05-26-06-00,66,52,2
158,1,"When I was in Sunday school, we went to a retreat for a few days, secluded from the outside world and technology. It was the greatest few days of my life. All I had to interact with were my friends and nature and God. We spent every night walking around and praying, and it allowed you to be free from distractions and just listen to God. It was a great spiritual experience for me, and my religious beliefs were strengthen more because of it. I had moments to myself to just reflect on my life, which was good and it helped me spiritually.",2,2,0.05,500,47,4,30,20,2,2,4,5,2,5,4,5,3,4,5,5,4,2,4,5,4,4,3,5,5,5,5,4,5,4,5,4,4,5,4,5,6086,6212,4541,22801,8169,14791,28581,2,22,1,1,7,4,5,5,Catholic,Nothing,The purpose of the study was to test different aspects of people's abilities.,3,2017-05-26-05-11,2017-05-26-05-24,58,55,4
159,2,"I wake up in the morning and get ready for work.  The first thing I do is jog on my treadmill for a few miles and then hop in the shower.  After that, I change into my work clothes and put on my makeup.  I head to the kitchen and make myself a smoked salmon cream cheese on bagel sandwich for my breakfast and make some strong black coffee.  I drive to work and go to meetings, go to my training class to learn a new software program and then finish up projects that have been assigned to me.  After work, I head home and crash on the couch for a bit and surf the internet and then watch some tv before going to bed to start the day all over again.",1,2,10,5,24,9,3`,10,1,2,3,3,4,2,4,4,4,4,4,4,3,5,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,21308,2636,7436,3450,13554,30071,3980,2,33,2,1,5,2,3,2,none,personalisty assessment,It is about personality and writing,3,2017-05-25-21-48,2017-05-25-22-01,49,46,1
160,1,"My husband and I love to hike. One Saturday we decided to venture out on one opf our favorite hikes to Silent Cliff off the Long Trail. It was a beautiful Sunny morning, there was still dew on the grass as we set out. The trail was a bit slippery so there were narrow portions of the trail that lookd out onto the valley where we ha",1,2,0.5,5 minutes,47,9,1,10,1,2,5,5,1,1,1,4,1,1,1,5,5,1,5,4,5,2,1,4,5,4,5,4,4,5,5,4,5,5,4,5,18321,14206,8544,68433,10428,13270,29549,2,49,2,1,6,5,7,2,Catholic,I knew there would be a writing portion.,The study is about personality. the writing portion was intended to accompany the survey.,4,2017-05-26-02-12,2017-05-26-02-37,82,55,3
161,2,I always go to work everyday between 8 and 430.  I always want to do a good job and show that I enjoy my job very much.  I enjoy my work as well as my co workers and boss.  I hope I am able to spend the rest of my life at my organization.  There are a lot of people I have worked with over the years.  I feel that we are all team players and enjoy each other's work.,2,2,0.1,100,24,18,30,20,2,2,5,5,5,4,4,4,5,4,1,5,5,5,5,4,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,4032,3520,5683,3904,3862,4309,3803,2,43,1,1,7,4,3,2,Jewish,No,It was about decisions,5,2017-05-26-13-40,2017-05-26-13-48,54,57,1
162,1,"When I was younger I attended a catholic school, but I was never that devoted to it; however that changed when my grandmother was diagnosed with lung cancer. She was given something like a 5% survival rate and everybody had pretty much accepted the fact that she wasn't going to make it. Being a young catholic child I did the only thing I thought would help. I prayed. I asked God for help and because he answered my prayer, my grandma is still with us today. I believe that if it hadn't been for that my grandma would have died and I wouldn't have the memories that I have of her today",1,2,0.05,100,47,9,30,20,3,2,4,4,1,2,2,2,2,3,3,4,4,1,5,5,4,2,2,3,3,4,4,4,3,4,2,3,3,5,4,4,39688,29910,19205,27088,12347,51731,46350,2,22,1,1,6,3,7,4,Catholic,It had something to do with religious beliefs,You are most likely trying to determine the personality types of people who identify as religious.,4,2017-05-26-00-57,2017-05-26-01-14,68,43,4
163,2,"An average day in my life generally consists of traveling somewhere to work for my company. From week to week, I will usually find myself in a different location, with different projects to work on. It is really rather challenging and quite stimulating. I enjoy doing it, although it can be quite tiring to do. Generally, the communications that I receive throughout the day will dictate my activities as I go. Most of the activities are either special projects for financial considerations for the company, or various other management activities that need to be completed. Oftentimes the challenges require critical thinking and a deep knowledge base of the various alternatives to solving a complex problem. I'm generally able to find a path forward to completion, but it can sometimes take me the entire day to complete. Sometimes several conference calls and meetings can be required to get the input of others and to better understand the parameters of the problems at hand. I find it rather satisfying to solve the problems, as there is generally praise awarded by my peers who were struggling to come up with some sort of solution to their problems. This can lead to recognition which is nice, but it also tends to lead",2,2,0.05,5 minutes,24,4,31,10,2,2,5,5,1,1,1,4,1,2,1,5,5,1,4,5,5,5,4,4,5,4,4,4,5,5,5,5,2,4,5,4,58270,16875,10130,34950,10667,13207,19054,2,38,1,1,7,4,4,5,Methodist,Nothing.,"Studying the cognitive abilities, and correlating the mental stamina to various inputs.",3,2017-05-26-02-11,2017-05-26-02-30,75,52,3
164,2,"I went to the awesome new mall! I walked in the first store and looked at the shoes. I bought a pair of pumps and went to the makeup. They were having a promotion so I bought a mascara to get a free bag and then checked out the fake eyelashes and lipstick. Both were priced great. Next, I went to the housewares and section and bought a coffee maker in black. Hand mixers were on sale across the isle so I got one for the camp.. The color I chose is red to match the blender. Next I went to the kids section and picked out toys for the kids. 4 games and two balls looked great and I got some outdoor clothing to have a a little relief from daily laundry. After that, I went to the section for purses and bought a new Gucci for the interview ahead. I needed pantyhose as well, so I went to that section to get some on sale.~~~~Then onto the grocery store. I walked in the store and looked at the tomatoes. I bought 4 and went to the apples. They were fresh so I bought a bag and then checked out the lemons and lettuce. Both were good. Net, I went ot the milk and dairy isle and bought yogurt, milk, cheese, sour cream and butter. Ice cream was across the isle so I got two cartons of Blue Bell. The flavors I chose are coffee a",1,2,0.1,100,24,9,1,10,1,2,4,4,2,2,2,4,2,2,2,4,4,2,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,5,6717,4080,2741,13821,9097,20345,4040,2,32,2,1,5,5,8,4,catholic,that it was a psychology measure,does religious belief show in written essays?,4,2017-05-26-04-37,2017-05-26-04-48,69,49,0
165,2,"I went up to the wawa near me for lunch recently and found they made my sub wrong. I waited a good 15 minutes for it, and when I got it, I assumed everything was fine and walked home. I got home and it was a mess. The chicken was overcooked and there was only 2 pieces, and it didn't have hardly any sauce on it. I was so upset I called up customer service. I eat at this Wawa almost every day for lunch",1,2,0.1,100,24,12,30,10,2,2,2,4,4,4,4,2,4,4,4,2,2,2,2,2,2,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,10545,7160,4319,8878,11547,5640,9511,2,23,1,1,7,3,4,1,spiritual,turk,unsure,1,2017-05-26-15-16,2017-05-26-15-35,38,46,0
166,2,I went on my weekly date with my wife to the movies yesterday. We always try to take time for each other in the evenings after a long day of work. It was a beautiful day so we walked to the movie theater. After the movie ended we enjoyed an ice cream cone and then walked home together. We talked over the day's events and just kept each other company. We try to do this daily and go on an actual date at least weekly. We want to put an effort into keeping our marriage vital.,1,2,0.1,100,47,4,30,10,2,2,4,4,2,2,1,4,2,2,3,4,4,2,4,4,4,2,2,4,4,4,4,4,4,4,5,4,2,4,3,4,4597,4431,145163,37791,4763,14517,32435,2,35,2,1,7,5,7,3,Christian Meth,It would be a writing and personality test.,How my personality and way of looking at the world affects my religious beliefs.,3,2017-05-26-00-43,2017-05-26-00-57,68,46,2
167,2,"I work in a Detroit hospital. My days are long and hard. On this particular, my manager pulled me aside and told me that I needed to monitor who came in and out of a particular patient's room. I was struggling with a heavy case load and this was no what I wanted to deal with. The patient was a multiple gunshot victim and was on a ventilator. This patient was like several other that I had been assigned to. I looked up from my charting and noticed a man in a dark coat with purple glasses heading into the patient's room. I got up from my charting and rushed in. This gentleman was disorderly and was apparently a member of a rival gang. I pushed a panic button and within minutes cops were on the floor and tackling the man to the ground. He had come to finish the kill. This is not that out of the ordinary of a sit",2,2,0.1,5,24,3,30,10,2,2,4,4,2,4,2,2,4,2,2,4,4,2,2,4,4,4,4,4,4,4,4,2,4,5,5,4,2,4,2,4,17283,28312,12198,23064,9862,13581,23643,2,32,2,1,3,2,2,2,non denominati,personality and religion,To determine how religion influences our beliefs and personality.,2,2017-05-25-21-11,2017-05-25-21-27,56,44,1
168,2,"My average day is actually pretty boring.  I normally wake up at about 7 a.m., even if it's a weekend day.  After I wake up, I usually do the same thing, take a shower, brush my teeth, use mouthwash then floss my teeth.  After that I make breakfast, feed the dog, take him out to ""potty.""  If it's a weekday I get dressed and ready for work and I'm out the door for a 15 minute drive to work and I listen to the radio on the way.  If it's a weekend, after breakfast I put on some shorts and a t-shirt then go for a run, and when I'm back I relax a little and then play with the dog and get ready to clean around the house.  Either way, weekend or not, around 5 is when I start to wind down for the day and make dinner, then I watch a little television before bed.  I normally go to sleep around 11 p.m.",1,2,0.1,100,24,3,31,20,2,2,4,4,1,1,2,5,1,2,2,4,5,1,4,5,4,1,1,5,4,4,5,4,4,4,4,2,4,4,4,5,4886,5445,5915,12408,6423,25298,12627,2,36,2,1,6,5,6,4,Roman Catholic,I only knew the title of it and the instructions that were given beforehand on the description.,I think the purpose of the study was for researchers to find out what types of people are more religious than others as far as personality types.,4,2017-05-26-03-12,2017-05-26-03-24,77,48,1
169,2,"Today, at work, I had non-stop tasks.  I couldn't believe how much time I had to spend filling out internal forms just to get access to resources from other departments.  Work would be so much easier if I could have just picked up the phone, and called Purchasing to say what I needed to have ordered instead of filling out internal forms just so that they can fill out the internal menu to create the damn purchase order. Then, after they fill out the purchase order, they have to have to log into the Vendors site and fill out another form to place the damn order. I do appreciate my job, but I was whiny today as I had so many internal",2,2,0.05,100 minutes,12,6 days,31,20,3,2,2,2,3,5,4,2,2,5,5,4,4,2,4,4,2,4,5,2,4,4,4,4,5,4,4,5,4,5,5,5,75067,38806,116910,61458,27229,45199,63147,2,43,2,1,7,5,2,4,Christian,That it paid about 50 cents (based on Mturk listing).  That is all I knew before I started the survey.,It was a personality survey.,4,2017-05-26-05-01,2017-05-26-05-24,43,53,3
170,2,"Everytime I wake up in the morning, I take a shower and listen to my favorite palylist. I've become accustomed to the morning tunes. They wake me up and get me started for my day. I've been listening to the same playlist for about 1 year but every once in a while I add new songs to the playlist.",2,1,0.05,5,47,4,29,20,2,2,5,5,1,5,3,4,5,5,4,5,5,2,4,5,4,4,2,4,3,3,3,5,5,5,4,1,4,3,4,4,4089,2512,4113,3087,3976,3829,3289,2,21,1,1,4,4,7,2,agnostic,none,im not sure.,1,2017-05-26-15-18,2017-05-26-15-26,60,44,6
171,1,"At the funeral of my fatherâ€™s I felt so detached from everyone in my family. My father was the most important man in my life. He was always there for me. I knew he was a moral man who was always there for me and my entire family. So I was devastated about my loss. I sat in front of the casket and prayed for strength. I knew one day this would happen, but it still did not mean I was prepared. My heart hurt so bad I could actually feel pain. I prayed for my mother to have strength. She had not been doing well since my fatherâ€™s death mentally. I prayed that she would find strength from all of us. I felt God did help her by all of the family and friends that came to honor my father. It meant so much to her and our entire family.",1,2,0.1,100,47,2,15,10,2,2,5,5,1,1,5,5,1,1,1,5,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,12515,4814,6163,69865,9735,10470,17118,2,39,2,1,7,6,8,5,Baptist,It was a story writing.,About my skills of reading and remembering.,5,2017-05-26-02-23,2017-05-26-02-41,81,59,1
172,1,It was one time when me and my family went camping when I was a child. I was sitting in the grass by myself and I was looking up in the bright blue sky and I started thinking about God. Then all of a sudden I got this complete sense of euphoria and bliss. Thats when I felt like I was in the presence of God.,1,2,0.1,100,24,8,1,20,2,2,2,2,4,4,3,2,4,4,4,2,2,4,2,2,2,4,4,2,3,3,3,3,2,3,2,3,4,4,3,4,3947,5005,4266,16360,12840,24268,26533,2,35,1,1,6,5,2,2,Roman Cathoili,nothing,I am not sure what it was about. Maybe it was about God.,3,2017-05-25-19-44,2017-05-25-19-57,35,37,1
173,1,I lived in a haunted trailer. My friends and I did some occult stuff and within a few days it was obvious that something had moved in. A picture of jesus would fall of the wall every day. Every. Single. Day. We would hear things walking at night. Glasses would fall off the counter and break. That is what made me fully believe in things beyond the grave.,1,1,0.05,5,47,4,30,10,3,2,5,5,2,1,4,4,5,1,4,3,4,4,3,5,4,5,5,4,2,4,5,3,4,3,2,4,5,3,5,4,3538,1524,2059,10776,6350,3090,9297,2,29,1,1,5,2,3,1,christian bapt,decision making choices,I think that it is trying to judge peoples religious tolerance.,2,2017-05-26-14-25,2017-05-26-14-33,56,44,5
174,1,Once I was one a road trip and I can stuck in a sand storm and tried to pull off to the side of the road while it past. Somewhere in the process I ended up on a new road and everything looked different after the sand  storm had passed. I had no cell phone service and no idea where I was. I was stuck  with the choice of going down two seemingly remote country roads and running low on gas. I prayed and asked God for protection and asked Him which way I should go. I felt a strong sense of calmness and stillness come over and me and I was sure that right was the way to go. So I turned my car right and just as I was at the edge of the nearest town pulling into the gas station I ran out of gas. The gas attendant told me that if I had gone left I would not have hit another town for 100 miles or so. I would have gone 50 miles the wrong direction and ran out of gas and been stuck had it not been for the divine intervention. I felt a sense of thankfulness and closeness in that moment to God or whatever higher power is controlling everything.,2,2,1.05,500,24,1/2 day,15,10,3,2,4,4,1,2,4,4,1,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,12724,3775,3128,10267,6830,15703,20019,2,27,1,1,6,4,4,3,Foursquare,I only knew it would involve story writing and personality testing.,How does a persons personality affect their beliefs systems?,3,2017-05-25-19-04,2017-05-25-19-14,63,46,1
175,2,"I wasn't recently diagnosed with hypothyroidism-this is a chronic illness that causes extreme drowsiness and requires medication every single day in order to manage it. One of the rules of taking this medication is to not eat or drink at least an hour after taking it in the morning. Needless to say, that first hour of the day is extremely difficult. I can't even get out of bed b fore the pill kicks in. My sweet husband started waking up before me so that he could bring me my medication. Even though he has to get up before the sun to go to work, he never forgets to bring me a glass of water and~~My morning pill. I can't even describe how much this helps me each and every morning. I love this man so much for the way that he takes care  of me. He truly does make my day easier from the very start. Withou",1,2,0.1,100 minutes,12,3 days,30,10,1,1,5,2,1,1,2,2,1,4,2,5,4,1,2,4,5,4,3,5,3,5,5,5,1,5,5,5,1,5,4,5,12284,16008,16675,17416,26309,55400,27463,2,29,2,1,7,5,4,5,Pentecostal,Not much.,To determine how religious Christians are in today's society.,2,2017-05-26-07-16,2017-05-26-07-35,64,49,0
