id,iv1_write,iv1_text,iv2_threat,threatened,bullshit_receptivity_scale_1,bullshit_receptivity_scale_2,bullshit_receptivity_scale_3,bullshit_receptivity_scale_4,bullshit_receptivity_scale_5,bullshit_receptivity_scale_6,bullshit_receptivity_scale_7,bullshit_receptivity_scale_8,bullshit_receptivity_scale_9,bullshit_receptivity_scale_10,bullshit_receptivity_scale_11,bullshit_receptivity_scale_12,bullshit_receptivity_scale_13,bullshit_receptivity_scale_14,bullshit_receptivity_scale_15,bullshit_receptivity_scale_16,bullshit_receptivity_scale_17,bullshit_receptivity_scale_18,bullshit_receptivity_scale_19,bullshit_receptivity_scale_20,bullshit_receptivity_scale_21,bullshit_receptivity_scale_22,bullshit_receptivity_scale_23,bullshit_receptivity_scale_24,bullshit_receptivity_scale_25,bullshit_receptivity_scale_26,bullshit_receptivity_scale_27,bullshit_receptivity_scale_28,bullshit_receptivity_scale_29,bullshit_receptivity_scale_30,brs_not_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,brs_total
52,1,"I woke up, brushed my teeth, and washed my face and armpits. Then, I put my clothes on for work. Then, I put on my makeup. Then, I grabbed my lunch from the refrigerator. Then, I walked to the bus stop. Then, I got on the bus and sat in traffic for an hour. Then, I went to work. I worked on client accounts until lunch. I went out to eat burgers from a food truck. I then went back to the office. In the early evening I took the train home. Then, I hung out with my fiance and watched TV.",1,0,4,1,3,1,1,1,4,1,1,4,2,1,3,4,1,4,4,4,1,4,1,4,1,4,4,4,3,4,4,3,0,28,2,1,2,2,3,1,agnostic,nothing,"Not sure, studying people's perception of science?",2,2017-07-01-06-05,2017-07-01-06-25,81
53,2,"My Dad passed away when I was 13 years old. Because of that, I never really believed there was a higher power of some sort. I thought why would God take a father away from someone so young? But in my head I always liked to believe that my daddy went to heaven, and that I would see him again when I pass on. It made me feel better when I thought of it that way. After he passed, I would get signs that he was with me. In random areas of my house, I would smell his favorite cleaning product, when no one used it recently to clean. It was definitely a sign from above that he was there at this moment. My dad used to leave me little notes around my room. One in particular said ""good morning"". A couple of weeks ago I was feeling blue and I was missing my dad terribly. The notes were stored behind my bed, but in this particular moment the note was somehow moved to it was in plain sight. I felt goosebumps and started crying. I felt in that moment that he was there to comfort me, and that he was telling me that he was still around, even when physically he wasn't. Since those moments, I believed a lot more spiritually. I'm still unsure about if there is a God or not, but because of my Dad I continue to have faith.",1,1,3,3,2,4,5,4,2,2,4,4,2,4,4,3,4,3,3,3,2,4,2,3,3,3,4,3,4,5,3,4,0,21,2,2,2,2,2,2,Christianity,I knew that it was going to focus on story writing and personality,"I think the purpose was to hear peoples opinions on spiritual and religious beliefs, and higher powers",5,2017-07-01-04-00,2017-07-01-04-11,99
54,2,"I haven't had any definite spiritual experiences.  When I was 14 years old I went to a youth group camp and that is when I really experienced God and His presence for the first time.  I knew about God and went to church all my life.  But it was this time of really being in His presence, learning more about the bible, and spending time in prayer and worship that my faith started to grow.  It was a time when my faith became my own instead of something I just did or that my parents had.  It was personal.  I was vulnerable.  It was just the start of my relationship with the Lord which has ebbed and flowed over the years. It was a time of trusting in the Lord and depending on Him.",1,1,3,3,5,2,4,3,3,4,4,4,2,5,4,4,2,4,4,3,3,3,4,4,2,4,3,5,4,4,5,3,0,31,2,2,7,4,4,5,Non-demonational Christian,Nothing,I think it was about my religion and how it affects the way I see the world.,3,2017-06-30-23-39,2017-06-30-23-48,107
55,2,I am an atheist. The fact that I haven't had a spiritual experience reaffirms my lack of faith. I have no doubt that God-in any of its forms- does not exist.,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,31,2,1,7,1,1,1,atheist,nothing,idk,2,2017-06-30-20-24,2017-06-30-20-33,32
56,2,"My best friend committed suicide five years ago. I found out when I was at work and was able to leave. As I was driving, a van pulled out in front of me with a license plate that said ""Just smile"". I felt as if my friend had sent that as a message to me, to let me know that he was finally at peace and that I shouldn't be sad. It made me re-think my beliefs and the idea of an afterlife. Prior to that I was raised Catholic, but I questioned the faith and ideals behind the religion. I wouldn't say that I still follow Catholicism, but I do believe in a higher power.",2,0,3,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,3,2,1,2,1,2,2,1,0,25,2,2,5,2,5,2,Catholic,None,People's religious beliefs and how they relate to their education.,2,2017-06-30-21-49,2017-06-30-22-00,50
57,1,"Every day I wake up in the morning to the sound of my kids talking to each other. I get their diapers changed, make breakfast, and then start in on cleaning the house. Throughout this process, I am constantly feeding them snacks, stopping fights, and at some point I get dinner started in the crock pot. I make lunch, help the kids clean up the living room of their toys, change their diapers again, and then put them down for nap. Then I hop on the computer to do mturk work, eat lunch, and relax a little before they wake up from their nap. After they wake up from their nap, I change their diapers and put the final touches on dinner. Sometimes we play outside while we wait for my husband to get home from work and other times we watch TV. We eat dinner together as a family and play outside before bedtime. Then we get changed into pajamas, change diapers again, put sleep sacks on, give the kids their vitamins, and brush their teeth. They go to bed and I either work on the computer, relax in front of the TV, or a combination of both. I am basically always cleaning, picking up messes, and changing diapers. The days are long and tiring. Some days I work outside of the home and those days don't feel as daunting as my days spent at home all day.",2,1,2,3,1,3,2,1,3,2,3,3,3,2,2,1,1,3,3,3,1,2,1,4,5,2,2,1,3,4,3,1,0,31,2,2,6,4,3,4,Lutheran,I did not know much about it aside from what was in the intro post.,The purpose may have been to see how people link profound statements to their religion.,3,2017-07-01-00-28,2017-07-01-00-41,70
58,2,"I grew up Catholic and always considered myself to be a religious person.  My mom sent my sister and me to Catholic school and we even went to daily mass most days.  After my 8th grade graduation, my mom asked me if I would like to accompany my sister, a ninth grader, on a high school retreat.  Since I had enjoyed our 8th grade retreat, I said yes.  I did not know anything about the retreat, and barely knew anyone who was going.  This ended up being a youth conference of roughly 3000 teenagers from the US and Canada and was very high-energy with music and talks.  It scared me a little at first because I thought we'd accidentally stumbled into a cult, but one of the chaperones explained it to me.  The talks were really good and I met a lot of kids my age who shared my faith.  Saturday evening they have a Eucharistic procession, which is very emotional for many, but very powerful.  They have a lot of prayer and music.  I felt that this experience changed my relationship with God, bringing Him from this very structured place right into my heart and opened up to me what my faith would be.",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,40,2,2,7,6,11,6,Catholic,Just what the description said,the thirty statements were so idiotic so they have to have some role in there.  I would think atheists would give some of them higher ratings even though most of them don't even make sense.,3,2017-06-30-23-29,2017-06-30-23-41,33
59,2,A spiritual experience I had was when I was financially and emotionally unstable years ago.  I had prayed everyday and asked for help.  I started to read the bible and read it every day for a while.  I believed this helped me to achieve my goals.,2,1,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,3,0,43,2,2,7,4,5,2,Catholic,I dont know,determining peoples beliefs in God,3,2017-06-30-17-17,2017-06-30-17-34,97
60,1,"Over the course of my life, my average day has changed considerably. Now an average day in my life is different that in used to be. An experience that might be everyday and help describe my life could be taking a break from work. I work from home and live in apartment building with 3 other flats. I work, and then I take breaks. I make tea and go outside for a cigarette. I often talk to one of my neighbors when I do this. We usually chat for awhile about what we've been doing, things in the neighborhood, politics, what we'd like to do, our grown up children. Things like that. So I take my break, talk to my neighbor and then go back inside and work some more.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,2,1,2,2,1,0,54,2,1,7,1,1,1,atheist,that it was on writing something about my life and answering some questions.,belief in religion and estimations of what is a profound statement?,2,2017-06-30-21-35,2017-06-30-21-50,37
61,2,"I remember facing some really tough economic woes. However, I wanted to continue to serve God. It was important that I continue to receive spiritual information to help me to remain spiritually strong. However, having very little money seemed to be daunting. The Bible says at Matthew 6:31-32 assured me that I would be able to have food both physically and spiritually. Thus, when I was able to obtain food, I knew that what I believed was the truth",2,1,1,2,1,2,1,4,1,1,1,2,1,2,2,1,5,4,1,1,1,1,1,1,3,1,1,1,1,2,1,1,0,34,2,2,7,6,3,5,Don't want to disclose,I only knew that I was writing a story.,I think the purpose of the study was to determine if an assured belief in God determines how people feel about certain beliefs.,2,2017-06-30-23-44,2017-07-01-00-05,48
62,2,"When I was 5 years old my mother and I were living in San Francisco. She was dating a man, who later became my stepfather. I remember one morning specifically. They were on  a date and I got to go along. We were at a park. It was Christmas time. There was one of those huge Christmas trees, like the kind you see on times square. I was running circles around it and remember playing hide and seek with my mom who was sitting on the bench. When peeping from behind the branches, I, all of a sudden felt a feeling of fear wash over me and I heard a woman's voice in my head that said, ""Alex run to your mother, now!"" I ran. My mom looked scared and as she swooped me up there was a homeless man chasing me with a knife. He was quickly stopped by a security guard who was nearby. To me, God is a woman.",1,0,2,1,5,1,1,2,3,1,2,2,1,4,2,3,1,1,1,1,1,4,5,4,4,2,1,1,2,5,3,5,0,30,2,2,4,2,2,2,Episcopalian,regarding spirituality,to understand the decreasing trend of religion,5,2017-06-30-20-19,2017-06-30-20-30,71
63,1,I get up and make breakfast for the children.  I get my son ready for school.  He gets on the van and I do some mturk surveys.  I help my other children get ready for school and feed them.  I help the family.  I make sure they are dressed and ready to go. I drive them to school and home school one son.  I take my son to school activities. I do household chores and clean.  I go to the library and read some books and help my children read as well.  Then I do more cooking and cleaning for the family.  I help take the dog out and get the children's supper ready and then later get them ready for bed.  I help guide my children with autism throughout the day and continually explain social s,1,1,3,2,3,2,3,3,2,3,3,2,3,2,3,3,3,4,3,3,3,2,3,2,4,3,3,2,2,3,2,2,0,42,2,2,7,4,6,4,protestant,none,Thoughts on religion and profound statements.,3,2017-07-01-14-11,2017-07-01-14-20,81
64,1,"An every day experience I have is to get up and go to work. I teach in an elementary school classroom, first graders. I teach lessons, plan lessons, help children, watch children. Work in a school. Then I come home and do some online surveys. I play some computer games or read or watch tv. We don't have money to do much of anything just stay at home. Lots of medical issues in our family. I have dogs, a husband, and a daughter. I help her with school. I live in New Mexico.",2,1,3,4,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,1,1,1,3,5,1,4,1,0,34,2,2,7,5,4,4,Mormon,I didn't know anything,I don't know the purpose.,2,2017-07-01-01-17,2017-07-01-01-26,56
65,1,"My days start about the same, regardless of which day of the week it is. I wake up around 7 am but get up, shower, dress and eat breakfast closer to 9 am. From there I grab my laptop and backpack and walk up the street and over to the coffee shop that's just two blocks away. I'll order a coffee and begin working on my laptop. I'll do this for about 3-4 hours until I feel it's time to head back home. Once I get home, I may take a nap for a couple of hours, or I may do more work while watching tv. When it hits 6 pm, I'll make dinner, get back on my laptop after I eat and then get ready for bed closer to 9 pm, earlier if I'm exhausted. I'm usually asleep by 10 am any day of the week.",1,0,4,3,3,3,5,3,3,3,2,3,1,5,4,4,3,2,4,3,2,2,2,4,1,3,3,5,3,4,4,3,0,40,1,2,6,4,8,1,Agnostic,Nothing.,I have no idea to be honest.,1,2017-06-30-23-49,2017-07-01-00-01,94
66,1,"Something that explains an everyday experience for me is to get up and get ready for work. I wake up around 6 am, and start to wake my kids up. They get on their day, while I get started on mine. I eat breakfast, and get some coffee. Once I am done eating, I get in the shower, then get dressed. This is a typical morning for me, and it represents an average day in my life.",2,0,1,1,1,1,1,2,1,1,1,1,4,5,5,4,2,4,1,2,5,5,1,2,2,1,2,5,3,5,1,3,0,34,1,1,3,1,1,1,Agnostic,Nothing,To see how open minded people are?,2,2017-06-30-17-35,2017-06-30-17-54,73
67,2,"A few years ago I took a trip to the Grand Canyon with my fiance. It was a bit spur of the moment as we went in November so it was very cold in the mountains and it was probably unwise because we had a broken window and it was snowy in upstate Arizona. It was a very long journey, about 4 hours from Phoenix and I wanted to give up because we had the broken window that was stuck down and it made the ride extremely cold. We were not dressed well for the weather because Phoenix is drastically much hotter than upstate Arizona in the mountains. I was freezing because it was 7 AM on the road in the mountains through snowy settings and we didn't have very many layers of clothes. Eventually we stopped to see what we could do about not freezing our butts off. We looked in the trunk of the car and there was a lot of warm clothes there for emergencies! Never had I been more thankful for my fiance's paranoia. We got dressed up in warmer clothes and went back on our way. I ended up being glad we didn't turn around because we had such a fun experience. We stopped in the mysterious Sedona and I felt a strange connection to nature there. Eventually we made it to the Canyon and we had to make the journey to the rim from the parkinglot (which luckily, was not that far at all). Approaching the canyon I felt myself get very dizzy. I could hardly stand while staring at the majesty of it all. The canyon was so vast and I so small, it really put my life into perspective and made me feel such onenness with the universe at that time. It hit me so hard that",1,0,2,1,5,1,4,1,2,5,4,3,4,2,3,1,5,4,3,5,2,5,3,4,5,3,2,2,3,5,4,3,0,22,2,1,2,1,1,1,Agnostic,I thought it would be about writing a story,Perception of profoundness when reliving religious experiences,3,2017-06-30-17-39,2017-06-30-17-49,96
68,1,"I am a first time mom to my six month old boy Channing. On an average day I wake up, get ready, make my coffee and change his diaper and put new clothes on. I make sure he is fed and then I put him down in his jumper to play. Meanwhile, I also go on here (Mturk.com) and start my day. Some days are harder then others. Sometimes I feel like the some of the days are dragging.Currently my boyfriend is on worker's comp for about two weeks now due to a fractured finger, so now I am the one who has to take care the grociers, clean the house and take care of Channing my son.",1,1,4,2,3,1,5,2,3,3,2,2,3,2,3,5,2,4,3,2,1,4,2,3,2,3,4,3,3,3,3,2,0,27,2,2,5,2,2,1,Agnostic,I didn't know anythning like this.,To write about experiences in everyday life and to challeneg our minds by great profoundly phrases.,2,2017-06-30-21-53,2017-06-30-22-13,84
69,1,I went to someone's house to do a broker dealer transfer form. She already had a fund. But it was an easy job because I just went to transfer it to our name.,2,1,2,2,4,1,2,5,4,2,4,1,4,2,3,4,1,5,1,5,2,2,4,2,5,4,1,4,1,4,2,5,0,29,1,2,7,5,6,4,Baptist,nothing,not sure,1,2017-07-01-03-46,2017-07-01-03-59,88
70,1,When i awake up then i go for a walk then took the breakfast.After that i go to my office.,2,1,2,4,4,3,3,3,3,2,4,3,4,3,3,3,4,2,4,4,4,3,3,2,3,3,3,4,2,4,3,3,1,28,1,2,7,6,10,6,Islam,Nothing,About ones views.,6,2017-06-30-20-16,2017-06-30-20-30,95
71,2,"Well i was out driving on the highway and i ran into a traffic back up. After sitting there for about 20min my car started to over heat. I could see smoke coming out of the top,and traffic was moving slow but still moving and i could not just turn it off. So i prayed, i asked god to help me to get home and not to let my car be distroyed because i do not hvae money for another one. By the time i lifted my head and looked my car had stoped over heating and never got over the middle of the heat bar for the next hour and a half till i got home.My brother the mechanic told me my coolent was bone dry and i was out of water. I know most people will think its not a big deal but i was on the verge of having a panic attack and to this day i still know that God got me home safe and saved my car.",2,0,2,2,3,4,2,3,2,3,2,4,3,2,4,3,2,3,2,3,4,4,4,1,4,2,4,3,3,3,2,4,0,23,1,2,7,3,2,4,baptist,nope,no clue,6,2017-06-30-20-45,2017-06-30-20-53,87
72,1,"When I wake up, I usually head to my ""artists nook"". While I go there several times a day for usually a few minutes at a time, in the morning I am usually there for about 2 hours. I will write, play guitar, and do drawings at a whim to entertain myself. It gives me a creative outlet and if I'm unable to come back later in the day to the ""corner"" I still feel fulfilled. That is the attribute I seek on a daily basis is fulfillment. It was a long struggle to seek this, but after I made it a habit to pursue my artistic endeavors for more or less a set amount of time in the morning, it set the path for the rest of my day. Until I had that, I felt sluggish and unmotivated, but now I seemingly plan things out better and more coordinated in order to get things done. But I always feel fulfilled no matter what I do having been in my ""artists corner"" every morning.",2,0,4,3,5,1,5,5,5,5,5,4,5,2,3,5,3,4,5,5,2,4,5,3,2,3,5,4,5,3,5,4,0,35,1,1,6,2,2,2,Christian,That it was about story writing and something about personality.,How our religious and our scientific beliefs align?,2,2017-07-03-04-02,2017-07-03-04-15,119
73,2,"I had an experience of despair that had me look to the stars and think about the world. I thought about all those that came before me and how many people have ever existed. It was a clear and dark night so I could see many stars. I made me feel a connection spiritually with the vastness of the universe and the vastness of our human existence. I really took solace in the face that my experience that night was probably not unique and the way I felt had been felt before, probably thousands upon thousands of times. This made me realize that my existence was a part of a larger and much more significant collection of souls and spirits. That we all are a piece in this life and are interconnected. Even when we feel isolated and alone, our lives are intertwined. We all are connected.",1,0,5,5,3,2,5,3,5,4,4,3,3,5,5,3,4,5,4,3,5,4,4,4,4,2,4,3,2,5,5,4,0,40,1,2,7,2,4,3,LDS,Nothing.,It seems like the study was to determine perception of certain statements in relation to a personal held belief.,2,2017-07-02-04-12,2017-07-02-04-26,117
74,2,"I was about 12 years old, and had recently gone on a weekend retreat with my church's small youth group. I don't remember much of what we discussed regarding spirituality on the retreat, but I remember an excercise we did the week after our return. Our youth group leader told us to close our eyes and imagine what it would be like to walk into the church sanctuary and see Jesus there. Who would be with him? What would he say to us? How did it make us feel? ~~~~I tried to imagine what it would be like, and the way my heart would feel his ""light"" like they always talked about in church. But I didn't feel any of that. I didn't feel anything actually. I tried so hard yet I couldn't feel the light or love of god in my heart like I was supposed to. Feeling nothing, I started to seriously consider the possibility that god does not exist, a possibility that I would only grow more certain amount as time went on.",1,0,3,3,3,5,2,3,3,4,3,3,1,1,5,2,4,3,3,3,3,3,5,1,4,3,2,5,3,3,3,2,0,25,2,1,5,1,1,1,none,I knew it was about spirituality,Whether there is a correlation between those who are alarmed by the decrease in acceptance of Christian beliefs and their religious habits (ie. rating the statements wasn't the main part),2,2017-07-01-18-14,2017-07-01-18-33,91
75,1,"Huge storm rolled in a few days ago, and as I was walking to my desk to unplug everything I heard the telltale pop and sizzle of a surge protector trying and failing to do it's job. As I approached, I could immediately smell burnt out electronics, it's a pretty distinct smell. Terrified of the worst case scenario, I shut down anything that was powered on, then rip everything out of the wall, and walk away before I have a full blown panic attack. It's not safe to test anything while the storm is still raging, so pacing and worrying is the best I can do until it passes. Finally the storm settles and I find that my external hard drive, the adapter for said drive, my modem, two different surge protectors, and a couple power banks are totally fried, but my PCs are safe as can be. Thank god. I work online and a PC dying would basically ruin my life. I just got everything sorted a couple minutes ago, as of writing this. Makes me want to buy a UPS and hook evert",1,0,1,1,2,3,2,4,5,4,1,1,2,4,3,1,1,5,3,1,2,3,4,2,4,3,3,3,4,5,2,3,0,25,1,1,1,1,1,2,Agnostic,Honestly nothing.,"Genuinely not sure. My guess would be something along the lines of WPM or vocabulary diversity among different religious (or non religious) groups. That seems a little on the nose though, so I'm probably wrong. :)",2,2017-07-02-00-00,2017-07-02-00-13,82
76,2,"There was a time about 15 years ago when I was debating whether I should start going to church or not. I was born Jewish and my wife is Christian. She asked me if I wanted to go to church with her. I was open to it so I decided to pray about it. I prayed for weeks for God to give me some kind of sign as to what He wanted me to do. One night, I was sitting in my recliner in the basement. I had just finished praying again for God to give me a sign. I got up to go somewhere and my infant daughter's toy was in the way. It was a centipede that had legs you could push to play a song. When you rolled it, it played a random song, whatever it stopped on. I moved it out of the way with my foot and when it stopped rolling, it started playing ""What Child Is This."" I took this as the sign God was giving me and began going to church that weekend.",1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,44,1,2,7,5,4,4,Messianic Jew,I didn't know anything about it,What do people believe in terms of the existence of God? How does that belief affect their perceptions?,3,2017-07-02-20-07,2017-07-02-20-19,35
77,1,When I have the opportunity I enjoy playing my keyboard.  I know a few songs by memory like Happy Birthday and Take Me Out to the ballgame.  I'm learning to read music so that I can play more songs.  I have the keyboard set up in our spare room.  My spouse recently arranged all my sheet music so I can easily find what I'm looking for.  I don't get to play as much as I'd like.  I'm excited to learn more.,2,0,2,1,3,1,1,3,2,3,3,3,2,2,4,2,3,3,2,3,2,2,3,3,3,2,3,3,3,2,3,2,0,40,1,1,4,1,1,1,None,"No, I didn't know about the experiment.",To determine the religious-ness of the participants.,2,2017-07-02-20-07,2017-07-02-20-28,74
78,2,The night before I received my Master's Degree in Education I attended a ceremony that was specifically for the Education graduates. During this ceremony we listened to various professors speak and awards were given to outstanding students. To my surprise I received the award for all of the graduate students. It was a surreal experience. I had to give a speech spur of the moment in front of the whole crowd of fellow students and their guests. After that each graduate was brought down to the stage one by one and was surrounded by professors. The professors prayed for each and every one of us and gave us blessing as we moved into our careers. It was the most spiritual event I have ever attended. I could feel the energy and the support and knew God was going to take care of me. My family even mentioned that it was the first time they truly believed in a higher power after witnessing this event. It was even more special because my young son (he was little at the time) was there to see me graduate after two years of hard work. My parents were also there that had supported me for those two years while I worked hard to get on my feet again as a single parent. I will never forget that experience for the rest of my life. It was amazing.,2,1,5,4,3,2,2,2,3,4,3,4,4,3,4,5,2,3,4,4,3,5,4,4,2,5,5,4,5,4,5,5,0,48,2,2,7,4,4,2,Christian,It was a writing experiment based on personality and spirituality.,How spiritual a person is based on an experience they may have had in the past.,4,2017-07-01-16-40,2017-07-01-16-53,112
79,1,"When the sun rises in the morning, so do I.  As the light coming into my window gets brighter and brighter, I begin to feel more and more alert.  My body takes a little longer towake up though.  I always convince it to roll out of bed, make its way into the kitchen, and grab a cup of coffee there.  I always take a sip of coffee almost as soon as I can get that cup in my hands.  It helps wake up my senses and reunite my mind with my body, and I begin to feel whole again.  I take it into the living room and plop down in my big ol' stuffed recliner with it to kick back and enjoy it while I collect my thoughts for the day.  I think about all the good things that happened the day before, and vow to make the new day even b",2,0,1,2,2,1,1,1,2,3,3,4,2,2,1,2,3,3,2,2,1,2,2,2,1,2,3,3,4,3,3,1,0,50,2,2,6,6,11,3,"Spiritual, not religious",It examines the relationship between religious beliefs and personality.,"To examine the relationship between religious beliefs and personality,.",4,2017-07-02-04-20,2017-07-02-04-38,64
80,1,"I went to work. This is an everyday experience for me during the week. I get up early, have breakfast, get a shower and then drive to work. I work between 8 a.m. and 4 p.m. I do the usual tasks every day and it is pretty much routine work with few variances. I work on the computer inputting orders, answering customer inquiries, managing the work flow and overseeing several employees. I also make calls to recruit new projects and business for the company. In addition, I prepare reports for my supervisor on the department's goals. At the end of the day, I leave to go home.",1,1,3,4,4,4,2,2,1,4,3,4,3,2,3,1,2,2,4,3,1,1,1,4,2,2,2,2,5,4,3,2,0,59,2,2,7,5,3,2,Christianity,perceptions of possibilities,How do I view the universe in spiritual terms.,2,2017-07-02-16-29,2017-07-02-16-40,80
81,1,"Yesterday I chose to cook Asian chicken with broccoli. Since I'm on a low-carb diet and I already had some boneless chicken, this seemed like a good plan. I walked to the grocery store to pick up some of the ingredients I would need for the dish. As usual, I ended up getting more than intended, and spent beyond my daily grocery budget. The walk to and from the grocery store is about 2 miles, so I rested a while before getting started on the dish. Since I hadn't cooked Asian food for a while it was a bit challenging to get the right balance of oil, garlic and other seasonings to create an authentic flavor. I found myself fantasizing about having a carbon-steel wok that had been seasoned in the traditional manner. All-in-all though, the dish turned out okay. The next attempt should be much better.",1,0,2,1,2,2,2,2,3,2,1,1,1,3,2,1,1,1,2,2,2,2,3,2,2,2,2,2,3,4,3,3,0,24,1,1,4,1,1,2,non-denominational,It was psychological and it paid 50 cents (I think...),Gauge the attitude of people about metaphysical concepts in respect to how religious or non-religious they are.,3,2017-07-01-18-27,2017-07-01-18-49,61
82,1,"Coffee is an essential part of daily life.  I used to enjoy caffeine from soda, but after some time I realized that soda was incredibly bad for me.  The acidic nature in combination of the amount I would drink to reach the desired level of caffeine was disastrous.  Eventually, I became aware of coffee and have leveraged its benefits while completely eliminating consumption of soda from my diet.  The result here is that I get what I need while greatly limiting the negative effects on my body.  For example, only two cups of coffee in the morning decreases the time it takes for my brain to be fully operational by nearly one hour.  This allows me to wake up, prepare, and begin working at a high level within about thirty minutes time.  Additionally, the caffeine I get from coffee is so much more concentrated than in soda that I simply don't need to continue drinking all day.  I can drink my two cups and be completely alert and satisfied for the entire day.  Coffee has literally improved my life and, as far as I can tell, there are no negative effects on the body resulting from the consumption of caffeine.  If there are any, they haven't been reported confidently in any scientific journals I have read.  In short, the benefits of coffee far outweigh the negatives, if there even are any negatives.",2,0,3,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,3,1,1,1,2,2,1,1,0,34,1,1,7,1,1,1,None.,I knew nothing about this experiment really.,"I guess you want to know if people think its bad that society is shifting away from religion.  Honestly, this is probably the best thing that could happen to humanity: shifting from faith and uncertainty to concrete and explainable.",2,2017-07-02-02-53,2017-07-02-03-04,42
83,2,"We have just attended a special service at our church for the 4th of July weekend. The worship was wonderful and very moving. As we stood singing worshiping I was in awe seeing all the other people raising their hands, praising the Lord. I felt like I was part of something very big, that was beyond our human selves. I felt the presence of the Holy Spirit in the room. It would be difficult to be indifferent or not feel the presence of the spirit if you were there.",2,1,2,3,2,4,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,3,2,0,55,2,2,7,6,4,6,Protestant non-denominational,Nothing except for there might be some writing involved.,Do you mean this had nothing to do with religion or our belief in God? I thought that's what this was all about.,3,2017-07-02-20-06,2017-07-02-20-24,48
84,1,"This morning I woke up, used the toilet, brushed my teeth, brushed my hair, and got dressed. I woke up my children and had them get dressed. Then their grandparents picked them up for church. I went to a coffee shop to meet with a friend. We had a nice conversation about parenting, racial inequalities, and social structures. Then I went home. Shortly after, my kids came home from church. They had a fun time. They ate lunch with their grandparents, so I made myself lunch. I had leftovers from the Chinese dinner from the night before. They were delicious. Then I went to go pick up a loveseat someone was giving away. I waited at their house and they didn't answer my messages. After 20 minutes I left. My car stopped working on the way back. Dead battery. My kids' grandpa picked us up. My battery is charging now.",2,0,2,3,2,2,2,4,3,3,1,3,3,3,3,4,4,5,4,4,3,2,2,2,2,4,2,4,3,4,3,2,0,36,2,2,5,2,3,3,Christian,Nothing.,To gauge how susceptible people are to religious-sounding messages and how profound they find them.,4,2017-07-03-04-09,2017-07-03-04-24,88
85,2,"Around the time I was going through a divorce and drinking heavily, I was invited to a church by a friend of mine. During the sermon, which was very powerful, I felt the urge to go up to the altar and kneel down, giving my soul up to whatever power was calling me. After the service I felt calm, but still lost in direction. It felt as if the Lord, or whatever power  that there is, had not accepted me yet and that I had more to endure, which turned out to be true. ~~After several more months of heavy drinking and suicidal thoughts, I wound up being admitted to a rehab facility on Christmas Day, and it was then I began the long climb back to sobriety and to finding myself.",1,0,4,1,2,1,2,2,1,2,2,4,3,2,3,2,1,3,2,3,1,3,1,3,1,2,3,3,3,5,5,2,0,48,1,2,4,2,3,1,none,That it was a creative writing experience related to religion.,I believe the purpose of the study was to examine the religious beliefs of people today versus the past few decades. ~~,4,2017-07-03-04-36,2017-07-03-04-51,72
86,2,"There is not any one moment that I can point to, but many small moments. Feelings and connection to a greater power. Sometimes before sleep, or in that moment between being awake and sleeping. There are many moments like that. I think my overall outlook on life helps contribute to it, too. Looking at the world in a specific way. When I look at the world, and how people are and the things we go through, I think that truly reinforces my own beliefs and helps nurture them. The people in the world are what contribute to my beliefs.",1,0,1,2,2,4,2,2,2,2,2,2,2,2,4,3,3,3,3,2,1,2,2,2,2,1,2,2,3,2,3,3,0,28,1,2,7,2,4,1,Christian,Nothing,I'm not sure.,1,2017-07-03-02-42,2017-07-03-02-54,68
87,1,"My wife has a new puppy. 8-week old german shepherd puppy. Adorable little thing, really. The one catch is that a puppy that young has a tiny bladder.  This means somebody gets to wake up and take the puppy outside every two hoirs...all night long...every day...and throughout the waking hours of the day too! THat ""somebody"" would be me, the loyal husband. You see, my wife's job doesn't grant her the flexibility of opporating on a partial night's sleep. On th eother hand, I am a stay-at-home self-employed writer. That means the task of caring for the puppy, attending to it's needs, taking it outside every two hours (day or night), watching the little monster",2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,0,54,1,2,5,5,3,5,Independent,nothing,Is there a correlation between religious beliefs and acceptance of mumbo jumbo?,2,2017-07-02-06-57,2017-07-02-07-16,37
